Student ID,Given Name,Family Name,Email
45064978,Frances,Hubbard,frances_hubbard@encs.concordia.ca
57687587,David,Barton,david_barton@encs.concordia.ca
69085332,Mable,Reed,mable_reed@encs.concordia.ca
46550276,Gene,Adkins,gene_adkins@encs.concordia.ca
53680547,Matilda,Atkins,matilda_atkins@encs.concordia.ca
47021584,Tyler,Ford,tyler_ford@encs.concordia.ca
44592012,Harold,Roberts,harold_roberts@encs.concordia.ca
87926534,Johnny,Peterson,johnny_peterson@encs.concordia.ca
13501941,Amelia,Berry,amelia_berry@encs.concordia.ca
13372769,Rose,McKenzie,rose_mckenzie@encs.concordia.ca
32903925,Inez,Brock,inez_brock@encs.concordia.ca
40723675,Brett,Colon,brett_colon@encs.concordia.ca
61458092,Aaron,Marsh,aaron_marsh@encs.concordia.ca
33165588,Lulu,Obrien,lulu_obrien@encs.concordia.ca
91322868,Nora,McGuire,nora_mcguire@encs.concordia.ca
20807873,Tillie,Garza,tillie_garza@encs.concordia.ca
19465757,Edna,Perry,edna_perry@encs.concordia.ca
70510656,Ophelia,Potter,ophelia_potter@encs.concordia.ca
99854249,Rodney,Mason,rodney_mason@encs.concordia.ca
71022497,Seth,Silva,seth_silva@encs.concordia.ca
73897614,Myra,Wolfe,myra_wolfe@encs.concordia.ca
36885943,Ada,Hopkins,ada_hopkins@encs.concordia.ca
59982291,Elnora,Lynch,elnora_lynch@encs.concordia.ca
41850779,Sophie,Moreno,sophie_moreno@encs.concordia.ca
29694638,Claudia,Hodges,claudia_hodges@encs.concordia.ca
17843742,Franklin,Reid,franklin_reid@encs.concordia.ca
86494124,Fanny,Rice,fanny_rice@encs.concordia.ca
37235490,Jon,Drake,jon_drake@encs.concordia.ca
80020933,Virgie,May,virgie_may@encs.concordia.ca
98544175,Bessie,Gutierrez,bessie_gutierrez@encs.concordia.ca
33613644,Mae,Holland,mae_holland@encs.concordia.ca
88318605,Myra,Reed,myra_reed@encs.concordia.ca
36843285,Cora,Cunningham,cora_cunningham@encs.concordia.ca
32407379,Katherine,Welch,katherine_welch@encs.concordia.ca
58260679,Noah,Francis,noah_francis@encs.concordia.ca
76001921,Marian,Jefferson,marian_jefferson@encs.concordia.ca
11974513,Clayton,Bowen,clayton_bowen@encs.concordia.ca
85817137,Joel,Harvey,joel_harvey@encs.concordia.ca
40020786,Noah,Webster,noah_webster@encs.concordia.ca
16348868,Jon,Johnston,jon_johnston@encs.concordia.ca
50429616,Brandon,Webster,brandon_webster@encs.concordia.ca
10353949,Dale,Fitzgerald,dale_fitzgerald@encs.concordia.ca
50731736,Sophia,Bridges,sophia_bridges@encs.concordia.ca
88326918,Tillie,McKinney,tillie_mckinney@encs.concordia.ca
76726135,Jeanette,Chapman,jeanette_chapman@encs.concordia.ca
15578692,Flora,Stokes,flora_stokes@encs.concordia.ca
82408106,Stella,Cortez,stella_cortez@encs.concordia.ca
57564722,Susie,Norman,susie_norman@encs.concordia.ca
10658138,Bernice,Hammond,bernice_hammond@encs.concordia.ca
25746181,Effie,Fernandez,effie_fernandez@encs.concordia.ca
68791370,Frances,Nichols,frances_nichols@encs.concordia.ca
86080316,Trevor,Griffith,trevor_griffith@encs.concordia.ca
88911489,Lester,Walker,lester_walker@encs.concordia.ca
13384411,Kevin,Hunt,kevin_hunt@encs.concordia.ca
92592421,Derrick,Barker,derrick_barker@encs.concordia.ca
46259726,Mamie,Weber,mamie_weber@encs.concordia.ca
41728871,Estelle,Young,estelle_young@encs.concordia.ca
85642204,Ricky,Nash,ricky_nash@encs.concordia.ca
64024613,Richard,Herrera,richard_herrera@encs.concordia.ca
74052255,Virginia,Nguyen,virginia_nguyen@encs.concordia.ca
53030485,Anne,Palmer,anne_palmer@encs.concordia.ca
59237264,Noah,Newton,noah_newton@encs.concordia.ca
40613092,Brian,Brewer,brian_brewer@encs.concordia.ca
99326310,Sara,Sutton,sara_sutton@encs.concordia.ca
29355886,Clyde,Washington,clyde_washington@encs.concordia.ca
91049467,Louis,Larson,louis_larson@encs.concordia.ca
17924527,Nellie,Greer,nellie_greer@encs.concordia.ca
87010818,Tony,May,tony_may@encs.concordia.ca
15670958,Nelle,Gonzales,nelle_gonzales@encs.concordia.ca
80557577,Katie,Norman,katie_norman@encs.concordia.ca
75654348,Lillian,Martin,lillian_martin@encs.concordia.ca
38795077,Bill,Vargas,bill_vargas@encs.concordia.ca
67680894,Raymond,French,raymond_french@encs.concordia.ca
90440524,Marc,Leonard,marc_leonard@encs.concordia.ca
90752192,Connor,Hamilton,connor_hamilton@encs.concordia.ca
92145915,Shawn,Tyler,shawn_tyler@encs.concordia.ca
79238241,Bernice,Gutierrez,bernice_gutierrez@encs.concordia.ca
32474227,Gene,Hardy,gene_hardy@encs.concordia.ca
26729778,Nellie,Jefferson,nellie_jefferson@encs.concordia.ca
52861683,Kate,Ball,kate_ball@encs.concordia.ca
56247692,Devin,Strickland,devin_strickland@encs.concordia.ca
62398371,Louisa,Howell,louisa_howell@encs.concordia.ca
54764915,Vernon,West,vernon_west@encs.concordia.ca
23844638,Randy,Burton,randy_burton@encs.concordia.ca
42251218,Jackson,McBride,jackson_mcbride@encs.concordia.ca
51849930,Beatrice,Garcia,beatrice_garcia@encs.concordia.ca
61018439,Marvin,Tate,marvin_tate@encs.concordia.ca
26601457,Helena,Thompson,helena_thompson@encs.concordia.ca
85248369,Mina,McCarthy,mina_mccarthy@encs.concordia.ca
99649367,John,Davis,john_davis@encs.concordia.ca
92568501,Alfred,Nichols,alfred_nichols@encs.concordia.ca
31585109,Fanny,Kim,fanny_kim@encs.concordia.ca
51680766,Annie,Guerrero,annie_guerrero@encs.concordia.ca
11919178,Keith,Ballard,keith_ballard@encs.concordia.ca
65430071,Leila,Jimenez,leila_jimenez@encs.concordia.ca
69038838,Sally,Norris,sally_norris@encs.concordia.ca
44745292,Willie,Holmes,willie_holmes@encs.concordia.ca
41425375,Roxie,Walton,roxie_walton@encs.concordia.ca
92424243,Anne,Hicks,anne_hicks@encs.concordia.ca
30421408,Beatrice,Long,beatrice_long@encs.concordia.ca
87522529,Rachel,Sims,rachel_sims@encs.concordia.ca
49254975,Lucy,Yates,lucy_yates@encs.concordia.ca
71654791,Nelle,Cruz,nelle_cruz@encs.concordia.ca
65651596,Helena,Manning,helena_manning@encs.concordia.ca
44903973,Manuel,Perry,manuel_perry@encs.concordia.ca
13982731,Todd,Lowe,todd_lowe@encs.concordia.ca
21831368,Emily,Russell,emily_russell@encs.concordia.ca
10998351,William,Smith,william_smith@encs.concordia.ca
82882803,Justin,Pearson,justin_pearson@encs.concordia.ca
99080809,Nicholas,Holland,nicholas_holland@encs.concordia.ca
52733175,Dominic,Nash,dominic_nash@encs.concordia.ca
66615686,Bobby,Bowers,bobby_bowers@encs.concordia.ca
27518450,Francisco,Todd,francisco_todd@encs.concordia.ca
29291118,Isaac,Paul,isaac_paul@encs.concordia.ca
11067797,Chris,Ingram,chris_ingram@encs.concordia.ca
85506584,Carrie,Bell,carrie_bell@encs.concordia.ca
67476926,Sallie,Robertson,sallie_robertson@encs.concordia.ca
72740767,Marian,Luna,marian_luna@encs.concordia.ca
76466394,Leonard,Atkins,leonard_atkins@encs.concordia.ca
73538241,Jon,Curtis,jon_curtis@encs.concordia.ca
64909214,Earl,Bush,earl_bush@encs.concordia.ca
54857418,Dollie,Walker,dollie_walker@encs.concordia.ca
66689744,Floyd,Bowen,floyd_bowen@encs.concordia.ca
57980423,Craig,Sanders,craig_sanders@encs.concordia.ca
22910078,Louise,Gilbert,louise_gilbert@encs.concordia.ca
70239109,Hannah,Dixon,hannah_dixon@encs.concordia.ca
34850498,Elijah,Armstrong,elijah_armstrong@encs.concordia.ca
46232027,Mina,Roberts,mina_roberts@encs.concordia.ca
53458803,Michael,Gutierrez,michael_gutierrez@encs.concordia.ca
74065379,Cordelia,Joseph,cordelia_joseph@encs.concordia.ca
60560811,Rhoda,Ruiz,rhoda_ruiz@encs.concordia.ca
73393380,Pearl,Wilkins,pearl_wilkins@encs.concordia.ca
49927017,Dominic,Allen,dominic_allen@encs.concordia.ca
92141745,Tyler,Bryant,tyler_bryant@encs.concordia.ca
16051507,Ann,Cohen,ann_cohen@encs.concordia.ca
79865062,Thomas,Boone,thomas_boone@encs.concordia.ca
81704572,Amy,Fitzgerald,amy_fitzgerald@encs.concordia.ca
12613898,Jay,Morris,jay_morris@encs.concordia.ca
30123196,Craig,Sanders,craig_sanders@encs.concordia.ca
91669861,Juan,Christensen,juan_christensen@encs.concordia.ca
96142795,Estelle,Crawford,estelle_crawford@encs.concordia.ca
29583898,Luke,Richards,luke_richards@encs.concordia.ca
88245647,Janie,Brown,janie_brown@encs.concordia.ca
12324401,George,Burgess,george_burgess@encs.concordia.ca
75023762,Alma,Weaver,alma_weaver@encs.concordia.ca
87820980,Hettie,Mason,hettie_mason@encs.concordia.ca
37513688,Jeremy,Simon,jeremy_simon@encs.concordia.ca
35526916,Curtis,Powers,curtis_powers@encs.concordia.ca
81572477,Jon,Bryan,jon_bryan@encs.concordia.ca
67578341,Mark,Simon,mark_simon@encs.concordia.ca
71501465,Lenora,Abbott,lenora_abbott@encs.concordia.ca
95620487,Patrick,Valdez,patrick_valdez@encs.concordia.ca
16849065,Nellie,Jefferson,nellie_jefferson@encs.concordia.ca
49137993,Cornelia,Walsh,cornelia_walsh@encs.concordia.ca
35329193,Virgie,Roy,virgie_roy@encs.concordia.ca
63968976,Ernest,Padilla,ernest_padilla@encs.concordia.ca
72849777,Philip,White,philip_white@encs.concordia.ca
89791603,Seth,Nunez,seth_nunez@encs.concordia.ca
45943536,Aiden,Klein,aiden_klein@encs.concordia.ca
47494419,Oscar,Reese,oscar_reese@encs.concordia.ca
52184909,Isabella,McCormick,isabella_mccormick@encs.concordia.ca
58968987,Teresa,Bryant,teresa_bryant@encs.concordia.ca
17342942,Benjamin,Gibson,benjamin_gibson@encs.concordia.ca
93031218,Josie,Schultz,josie_schultz@encs.concordia.ca
16798445,Phoebe,Austin,phoebe_austin@encs.concordia.ca
18000099,Madge,Kelly,madge_kelly@encs.concordia.ca
37507065,Charlie,Horton,charlie_horton@encs.concordia.ca
89142527,Vernon,Sharp,vernon_sharp@encs.concordia.ca
93633441,Helen,Nash,helen_nash@encs.concordia.ca
86687459,Cordelia,Welch,cordelia_welch@encs.concordia.ca
94625699,Lucinda,Peters,lucinda_peters@encs.concordia.ca
99535451,Dennis,Floyd,dennis_floyd@encs.concordia.ca
28363995,Derrick,Franklin,derrick_franklin@encs.concordia.ca
38651606,Vernon,Wheeler,vernon_wheeler@encs.concordia.ca
92938155,Carolyn,Carroll,carolyn_carroll@encs.concordia.ca
98571233,Winnie,Cobb,winnie_cobb@encs.concordia.ca
42328799,Lettie,Simon,lettie_simon@encs.concordia.ca
76713342,Paul,Jenkins,paul_jenkins@encs.concordia.ca
86912355,Adeline,Craig,adeline_craig@encs.concordia.ca
56255867,Mildred,McGuire,mildred_mcguire@encs.concordia.ca
10677821,Rosetta,Smith,rosetta_smith@encs.concordia.ca
72716228,Russell,Simpson,russell_simpson@encs.concordia.ca
69359539,Ricky,Daniels,ricky_daniels@encs.concordia.ca
42321882,Jared,Holloway,jared_holloway@encs.concordia.ca
53845369,Richard,Bryant,richard_bryant@encs.concordia.ca
99276836,Carl,Hampton,carl_hampton@encs.concordia.ca
56318544,Estelle,Nichols,estelle_nichols@encs.concordia.ca
37615244,Amy,Hansen,amy_hansen@encs.concordia.ca
10187294,Miguel,Shelton,miguel_shelton@encs.concordia.ca
57544507,Catherine,Harvey,catherine_harvey@encs.concordia.ca
34282200,Lura,Ramsey,lura_ramsey@encs.concordia.ca
40009751,Evelyn,Rivera,evelyn_rivera@encs.concordia.ca
54608329,Evelyn,Evans,evelyn_evans@encs.concordia.ca
25544836,Shawn,Ramirez,shawn_ramirez@encs.concordia.ca
45750041,Julian,Mendoza,julian_mendoza@encs.concordia.ca
54907803,Anthony,Rodgers,anthony_rodgers@encs.concordia.ca
49225826,Fanny,Luna,fanny_luna@encs.concordia.ca
70254735,Elnora,Rios,elnora_rios@encs.concordia.ca
30756082,Lawrence,Hayes,lawrence_hayes@encs.concordia.ca
97306299,Emilie,Hogan,emilie_hogan@encs.concordia.ca
48104725,Martha,Berry,martha_berry@encs.concordia.ca
78760017,Blanche,Fox,blanche_fox@encs.concordia.ca
42772159,Beatrice,McCarthy,beatrice_mccarthy@encs.concordia.ca
80303627,Christopher,Strickland,christopher_strickland@encs.concordia.ca
96236613,Willie,Stewart,willie_stewart@encs.concordia.ca
35049947,Rachel,Oliver,rachel_oliver@encs.concordia.ca
76484483,Patrick,Larson,patrick_larson@encs.concordia.ca
49462177,Gilbert,Ingram,gilbert_ingram@encs.concordia.ca
16961267,Harriet,Adkins,harriet_adkins@encs.concordia.ca
75554508,Luke,Chavez,luke_chavez@encs.concordia.ca
39929892,Etta,Johnston,etta_johnston@encs.concordia.ca
12462026,Leona,Pratt,leona_pratt@encs.concordia.ca
53156286,Leroy,Rodriguez,leroy_rodriguez@encs.concordia.ca
10173387,Brian,Carson,brian_carson@encs.concordia.ca
80970311,Vera,Cobb,vera_cobb@encs.concordia.ca
62300301,Caroline,Gutierrez,caroline_gutierrez@encs.concordia.ca
48959683,Nathaniel,Valdez,nathaniel_valdez@encs.concordia.ca
92193231,Leonard,Fowler,leonard_fowler@encs.concordia.ca
32051531,Inez,Gordon,inez_gordon@encs.concordia.ca
42704950,Katharine,Griffin,katharine_griffin@encs.concordia.ca
96958612,Maude,Ramsey,maude_ramsey@encs.concordia.ca
56958245,Sophia,Vasquez,sophia_vasquez@encs.concordia.ca
55659812,Raymond,Ballard,raymond_ballard@encs.concordia.ca
71459739,Devin,Patrick,devin_patrick@encs.concordia.ca
91387345,Ralph,Hicks,ralph_hicks@encs.concordia.ca
69106665,Sara,Rice,sara_rice@encs.concordia.ca
79678169,Roger,Hampton,roger_hampton@encs.concordia.ca
76046076,Rosa,Holland,rosa_holland@encs.concordia.ca
73645479,Tom,Sutton,tom_sutton@encs.concordia.ca
63319469,Christian,Alvarez,christian_alvarez@encs.concordia.ca
18972355,Russell,Alexander,russell_alexander@encs.concordia.ca
89824280,Randall,Sanchez,randall_sanchez@encs.concordia.ca
98872725,Dora,Vaughn,dora_vaughn@encs.concordia.ca
53182511,Jeremy,Castro,jeremy_castro@encs.concordia.ca
69809142,Lola,Francis,lola_francis@encs.concordia.ca
19685185,Lillian,Sharp,lillian_sharp@encs.concordia.ca
44223489,Alice,Paul,alice_paul@encs.concordia.ca
38437379,Edwin,Rios,edwin_rios@encs.concordia.ca
90483482,Frank,Brewer,frank_brewer@encs.concordia.ca
39717149,Blanche,Wright,blanche_wright@encs.concordia.ca
87866109,Edgar,Fisher,edgar_fisher@encs.concordia.ca
75624681,Lola,Curry,lola_curry@encs.concordia.ca
72580407,Arthur,Wright,arthur_wright@encs.concordia.ca
94524751,Marc,Casey,marc_casey@encs.concordia.ca
46387509,Hulda,Simmons,hulda_simmons@encs.concordia.ca
53685566,Ralph,Lowe,ralph_lowe@encs.concordia.ca
10065630,Amy,Cruz,amy_cruz@encs.concordia.ca
90341368,Myrtle,Armstrong,myrtle_armstrong@encs.concordia.ca
15420118,Ada,Gonzalez,ada_gonzalez@encs.concordia.ca
58130221,Ernest,Vargas,ernest_vargas@encs.concordia.ca
87267800,Genevieve,Oliver,genevieve_oliver@encs.concordia.ca
58082072,Edgar,Alvarado,edgar_alvarado@encs.concordia.ca
12426168,Alex,Waters,alex_waters@encs.concordia.ca
88203606,Terry,Pearson,terry_pearson@encs.concordia.ca
78456077,Derek,Copeland,derek_copeland@encs.concordia.ca
19378521,Austin,Blair,austin_blair@encs.concordia.ca
56241291,Austin,Delgado,austin_delgado@encs.concordia.ca
37822104,Jeffery,Parker,jeffery_parker@encs.concordia.ca
67316401,Lilly,Bennett,lilly_bennett@encs.concordia.ca
36148380,Luis,Powell,luis_powell@encs.concordia.ca
16161189,Henry,Ball,henry_ball@encs.concordia.ca
78551965,Joel,Patton,joel_patton@encs.concordia.ca
27173362,Clara,Baker,clara_baker@encs.concordia.ca
69100256,Willie,Bell,willie_bell@encs.concordia.ca
29545213,Jennie,Ingram,jennie_ingram@encs.concordia.ca
29987383,Lewis,Brooks,lewis_brooks@encs.concordia.ca
16555563,Henrietta,Cruz,henrietta_cruz@encs.concordia.ca
12758642,Esther,Mitchell,esther_mitchell@encs.concordia.ca
22329696,Amy,Hammond,amy_hammond@encs.concordia.ca
22523283,Kyle,Ramos,kyle_ramos@encs.concordia.ca
45222497,Etta,Lyons,etta_lyons@encs.concordia.ca
18692887,Sadie,Blake,sadie_blake@encs.concordia.ca
60701482,Lena,Parsons,lena_parsons@encs.concordia.ca
66245909,Jennie,Simmons,jennie_simmons@encs.concordia.ca
89752067,Shane,Zimmerman,shane_zimmerman@encs.concordia.ca
98952239,Antonio,McGuire,antonio_mcguire@encs.concordia.ca
93921035,Belle,King,belle_king@encs.concordia.ca
53653365,Russell,Simpson,russell_simpson@encs.concordia.ca
11630078,Jerome,Walton,jerome_walton@encs.concordia.ca
66575460,Ida,Manning,ida_manning@encs.concordia.ca
28137451,Leon,Nunez,leon_nunez@encs.concordia.ca
10056410,Walter,Weaver,walter_weaver@encs.concordia.ca
84041891,Francisco,Stokes,francisco_stokes@encs.concordia.ca
91375847,Mike,Simmons,mike_simmons@encs.concordia.ca
81375099,Mollie,Johnston,mollie_johnston@encs.concordia.ca
90416952,Lula,Gill,lula_gill@encs.concordia.ca
42161875,Genevieve,Oliver,genevieve_oliver@encs.concordia.ca
59164340,Willie,Bell,willie_bell@encs.concordia.ca
11354013,Pearl,Mullins,pearl_mullins@encs.concordia.ca
20267178,Vernon,Morales,vernon_morales@encs.concordia.ca
78972302,Lettie,Simon,lettie_simon@encs.concordia.ca
66398201,Amy,Thornton,amy_thornton@encs.concordia.ca
41686650,Marion,Waters,marion_waters@encs.concordia.ca
83135490,Chad,Bowman,chad_bowman@encs.concordia.ca
46025585,Maria,Fitzgerald,maria_fitzgerald@encs.concordia.ca
87385832,Ernest,Sherman,ernest_sherman@encs.concordia.ca
40024366,Alma,Allen,alma_allen@encs.concordia.ca
79753323,Dylan,Huff,dylan_huff@encs.concordia.ca
10292422,Timothy,Figueroa,timothy_figueroa@encs.concordia.ca
62919666,Angel,Watts,angel_watts@encs.concordia.ca
51655041,Lora,Fuller,lora_fuller@encs.concordia.ca
61024165,Elsie,Sanchez,elsie_sanchez@encs.concordia.ca
61088625,Madge,Butler,madge_butler@encs.concordia.ca
72873346,Stephen,Owen,stephen_owen@encs.concordia.ca
92428318,Rebecca,McKenzie,rebecca_mckenzie@encs.concordia.ca
62652094,Mayme,Swanson,mayme_swanson@encs.concordia.ca
76170982,Timothy,Stone,timothy_stone@encs.concordia.ca
49235987,Blanche,Ruiz,blanche_ruiz@encs.concordia.ca
13579673,Jon,Zimmerman,jon_zimmerman@encs.concordia.ca
50019894,Emilie,Copeland,emilie_copeland@encs.concordia.ca
53352498,Roy,Thomas,roy_thomas@encs.concordia.ca
68207739,Hester,Gregory,hester_gregory@encs.concordia.ca
80708152,Nannie,Flowers,nannie_flowers@encs.concordia.ca
81314392,Christopher,Cunningham,christopher_cunningham@encs.concordia.ca
94209601,Louisa,Lowe,louisa_lowe@encs.concordia.ca
60985150,Jayden,Owens,jayden_owens@encs.concordia.ca
54176482,Michael,Fletcher,michael_fletcher@encs.concordia.ca
33213997,Vernon,West,vernon_west@encs.concordia.ca
19745929,Mable,Boone,mable_boone@encs.concordia.ca
64761860,James,Jones,james_jones@encs.concordia.ca
83466040,Ian,Figueroa,ian_figueroa@encs.concordia.ca
90365890,Hunter,Hoffman,hunter_hoffman@encs.concordia.ca
96341998,Clyde,Erickson,clyde_erickson@encs.concordia.ca
88723209,Elsie,Pratt,elsie_pratt@encs.concordia.ca
79137519,Thomas,Medina,thomas_medina@encs.concordia.ca
37984109,Tyler,Bryant,tyler_bryant@encs.concordia.ca
17494056,Clara,Mitchell,clara_mitchell@encs.concordia.ca
65027432,Sophia,Mack,sophia_mack@encs.concordia.ca
78391144,Jesse,Manning,jesse_manning@encs.concordia.ca
80241498,Timothy,Stone,timothy_stone@encs.concordia.ca
54324217,Lily,McGee,lily_mcgee@encs.concordia.ca
91820293,Louise,Hughes,louise_hughes@encs.concordia.ca
50631075,Bertha,Watkins,bertha_watkins@encs.concordia.ca
82180265,Miguel,Douglas,miguel_douglas@encs.concordia.ca
83307046,Irene,Wolfe,irene_wolfe@encs.concordia.ca
55924732,Francis,Wilkins,francis_wilkins@encs.concordia.ca
58964129,Bruce,Mack,bruce_mack@encs.concordia.ca
56443413,Mattie,Santos,mattie_santos@encs.concordia.ca
87690961,Jesse,Nash,jesse_nash@encs.concordia.ca
49596973,Essie,Schultz,essie_schultz@encs.concordia.ca
28472498,Wayne,Roy,wayne_roy@encs.concordia.ca
96979164,Ivan,Ford,ivan_ford@encs.concordia.ca
89707412,Milton,Russell,milton_russell@encs.concordia.ca
28943265,Clyde,Fowler,clyde_fowler@encs.concordia.ca
82253661,Jay,Burke,jay_burke@encs.concordia.ca
26144856,Sallie,Schultz,sallie_schultz@encs.concordia.ca
40804968,Helen,Greer,helen_greer@encs.concordia.ca
12499272,Florence,Greer,florence_greer@encs.concordia.ca
34100772,Russell,Brady,russell_brady@encs.concordia.ca
50488738,Alfred,Quinn,alfred_quinn@encs.concordia.ca
68246953,Jared,Garrett,jared_garrett@encs.concordia.ca
82677975,Alma,Parsons,alma_parsons@encs.concordia.ca
16518901,Christopher,Harris,christopher_harris@encs.concordia.ca
63006914,Dollie,Woods,dollie_woods@encs.concordia.ca
95792945,Dorothy,Howell,dorothy_howell@encs.concordia.ca
89023473,Travis,Leonard,travis_leonard@encs.concordia.ca
12326222,Margaret,Knight,margaret_knight@encs.concordia.ca
96729976,Virgie,Graves,virgie_graves@encs.concordia.ca
92443897,Essie,Sims,essie_sims@encs.concordia.ca
79823127,Dylan,Watts,dylan_watts@encs.concordia.ca
77822011,Bradley,Thomas,bradley_thomas@encs.concordia.ca
17903008,Micheal,Luna,micheal_luna@encs.concordia.ca
50034929,Lillie,Hudson,lillie_hudson@encs.concordia.ca
80461507,Birdie,Simmons,birdie_simmons@encs.concordia.ca
65992223,Julian,Mendoza,julian_mendoza@encs.concordia.ca
72971994,Ray,Garza,ray_garza@encs.concordia.ca
28177318,Gussie,Greer,gussie_greer@encs.concordia.ca
13635649,Ralph,Miller,ralph_miller@encs.concordia.ca
96656103,Nancy,Valdez,nancy_valdez@encs.concordia.ca
42576745,Katharine,Hamilton,katharine_hamilton@encs.concordia.ca
90087676,Irene,Quinn,irene_quinn@encs.concordia.ca
83619881,Sallie,Taylor,sallie_taylor@encs.concordia.ca
25160211,Jimmy,Cook,jimmy_cook@encs.concordia.ca
24178675,Estella,Lucas,estella_lucas@encs.concordia.ca
34391310,Maria,Fitzgerald,maria_fitzgerald@encs.concordia.ca
90698390,Cordelia,Cooper,cordelia_cooper@encs.concordia.ca
34356282,Oscar,Nguyen,oscar_nguyen@encs.concordia.ca
62459602,Ina,Maldonado,ina_maldonado@encs.concordia.ca
82764482,Verna,Russell,verna_russell@encs.concordia.ca
55444487,Randy,Conner,randy_conner@encs.concordia.ca
